Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Wright, Nicholas J; Hutson, Jeremy M; ",Regular and irregular vibrational states: Localized anharmonic modes in Ar 3,The Journal of chemical physics,110,2,902-911,1999,American Institute of Physics
"Giannini, T; McCoey, C; Caratti o Garatti, A; Nisini, B; Lorenzetti, D; Flower, D; ","Infrared knots along protostellar jets (Giannini+, 2004)",VizieR Online Data Catalog,341,,,2004,
"Gardiner, SA; Cirac, JI; Zoller, P; ",Nonclassical states and measurement of general motional observables of a trapped ion,Physical Review A,55,3,1683,1997,APS
"Potvliege, RM; Shakeshaft, Robin; ",Time-independent theory of multiphoton ionization of an atom by an intense field,Physical Review A,38,9,4597,1988,APS
"Wrathmall, SA; Flower, DR; ",The rovibrational excitation of H2 induced by H,"Journal of Physics B: Atomic, Molecular and Optical Physics",40,16,3221,2007,IOP Publishing
"Flower, David R; Pineau des Forêts, G; ",The influence of grains on the propagation and structure of C-type shock waves in interstellar molecular clouds,Monthly Notices of the Royal Astronomical Society,343,2,390-400,2003,The Royal Astronomical Society
"Dewangan, DP; Flower, DR; ","Erratum:"" Collisional excitation of OH by H 2 in the interstellar medium""[Mon. Not. R. Astron. Soc., Vol. 199, p. 457-463 (1982)].",Monthly Notices of the Royal Astronomical Society,200,,767,1982,
"Flower, DR; ",Atomic and molecular processes in interstellar shocks,"Journal of Physics B: Atomic, Molecular and Optical Physics",22,15,2319,1989,IOP Publishing
"Bowden, William; Hobson, Richard; Gill, Patrick; Hill, Ian R; Huillery, Paul H; Jones, Matthew PA; ",Rydberg spectroscopy for DC stark shift characterisation in optical lattice clocks,2017 Joint Conference of the European Frequency and Time Forum and IEEE International Frequency Control Symposium (EFTF/IFCS),,,154-155,2017,IEEE
"Potvliege, Robert M; Nicolson, Adair; Jones, Matthew; Spannowsky, Michael; ",Deuterium spectroscopy for enhanced bounds on physics beyond the Standard Model,arXiv preprint arXiv:2309.03732,,,,2023,
"Millen, J; Lochead, G; Corbett, GR; Potvliege, RM; Jones, MPA; ",Deposited in DRO: 24 April 2013 Version of attached file: Accepted Version Peer-review status of attached file,,,,,2013,
"Flower, DR; Pineau des Forêts, G; ",Time-dependent models of shocks in molecular outflows,The Physics and Chemistry of the Interstellar Medium,,,,1999,
"Siddons, Paul; Bell, Nia C; Cai, Yifei; Adams, Charles S; Hughes, Ifan G; ",Slow-light Faraday effect: an atomic probe with gigahertz bandwidth,arXiv preprint arXiv:0811.2316,,,,2008,
"Mendes-Santos, T; Schmitt, M; Angelone, A; Rodriguez, A; Scholl, P; Williams, HJ; Barredo, D; Lahaye, T; Browaeys, A; Heyl, M; ",Wave function network description and Kolmogorov complexity of quantum many-body systems,arXiv preprint arXiv:2301.13216,,,,2023,
"Flower, DR; ",The fragmentation of condensations of the primordial gas,Monthly Notices of the Royal Astronomical Society,333,4,763-767,2002,Blackwell Science Ltd
"Weller, Lee; Kleinbach, Kathrin S; Zentile, Mark A; Knappe, Svenja; Adams, Charles S; Hughes, Ifan G; ",Absolute absorption and dispersion of a rubidium vapour in the hyperfine Paschen–Back regime,"Journal of Physics B: Atomic, Molecular and Optical Physics",45,21,215005,2012,IOP Publishing
"Ernesti, Andreas; Hutson, Jeremy M; ",Non-additive intermolecular forces from the spectroscopy of Van der Waals trimers: the effect of monomer vibrational excitation in Ar2–HF and Ar2–HCl,Faraday Discussions,97,,119-129,1994,The Royal Society of Chemistry
"Spence, S; Brooks, RV; Ruttley, DK; Guttridge, A; Cornish, Simon L; ",Preparation of 87Rb and 133Cs in the motional ground state of a single optical tweezer,New Journal of Physics,24,10,103022,2022,IOP Publishing
"Haxton, Daniel; Wrathmall, Steven; Lewandowski, Heather; Greene, Chris; ",Theoretical studies of reaction rates for the Rb-NH system,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",40,,OPW. 20,2009,
"Bason, MG; Mohapatra, AK; Weatherill, KJ; Adams, CS; ",Narrow absorptive resonances in a four-level atomic system,"Journal of Physics B: Atomic, Molecular and Optical Physics",42,7,075503,2009,IOP Publishing
"Proukakis, Nick P; Davis, Matthew J; Gardiner, Simon A; ",Selected Theoretical Comparisons for Bosons,Quantum Gases: Finite Temperature and Non-Equilibrium Dynamics,,,261-286,2013,World Scientific
"Vucic, S; Potvliege, RM; ",The Role And Character Of Resonant States In Photoionization Of Atoms By Strong Infrared Laser Field,Publications de l'Observatoire Astronomique de Beograd,89,,59-62,2010,
"Winiecki, T; McCann, JF; Adams, CS; ",Vortex structures in dilute quantum fluids,Europhysics Letters,48,5,475,1999,IOP Publishing
"Skljarow, Artur; Kübler, Harald; Adams, Charles S; Pfau, Tilman; Löw, Robert; Alaeian, Hadiseh; ",Purcell-enhanced dipolar interactions in nanostructures,Physical Review Research,4,2,023073,2022,APS
"Abel, RP; Bason, MG; Gauguet, A; Pritchard, JD; Raitzsch, U; Adams, CS; ",Non-linear optics using Rydberg ensembles,"Nonlinear Optics: Materials, Fundamentals and Applications",,,NWB5,2009,Optica Publishing Group
"Köppinger, MP; Gregory, PD; Jenkin, DL; McCarron, DJ; Marchant, AL; Cornish, SL; ",Repeated output coupling of ultracold Feshbach molecules from a Cs BEC,New Journal of Physics,16,11,115016,2014,IOP Publishing
"Shakeshaft, Robin; Potvliege, RM; Dörr, Martin; Cooke, WE; ",Multiphoton processes in an intense laser field. IV. The static-field limit,Physical Review A,42,3,1656,1990,APS
"Flower, DR; Roueff, E; ",Rovibrational relaxation in collisions between H2 molecules: II. Influence of the rotational state of the perturber,"Journal of Physics B: Atomic, Molecular and Optical Physics",32,14,3399,1999,IOP Publishing
"Lutz, Jesse J; Hutson, Jeremy M; ",Reactions between cold methyl halide molecules and alkali-metal atoms,The Journal of Chemical Physics,140,1,,2014,AIP Publishing
"Hutson, Jeremy M; Sueur, C; ","User Manual for MOLSCAT, BOUND and FIELD, Version 2022.0: programs for quantum scattering properties and bound states of interacting pairs of atoms and molecules",arXiv preprint arXiv:1903.06755,,,,2019,
"Flower, DR; Offer, Alison; ",The rotational excitation of NH3 by ortho‐and para‐H2: A status report,AIP Conference Proceedings,312,1,477-487,1994,American Institute of Physics
"Clavel, J; Flower, D; ",A search for absorption in the fourth positive system of CO in the spectrum of the planetary nebulae IC 418,Ultraviolet observations of Quasars,157,,197-200,1980,
"Adams, CS; Ferguson, AI; ",Frequency doubling of a single frequency Ti: Al2O3 laser using an external enhancement cavity,Optics communications,79,3-4,219-223,1990,Elsevier
"Blackmore, Jacob A; Gregory, Philip D; Bromley, Sarah L; Cornish, Simon L; ",Coherent manipulation of the internal state of ultracold 87 Rb 133 Cs molecules with multiple microwave fields,Physical Chemistry Chemical Physics,22,47,27529-27538,2020,Royal Society of Chemistry
"Hutson, Jeremy M; ",Feshbach resonances in ultracold atomic and molecular collisions: threshold behaviour and suppression of poles in scattering lengths,New Journal of Physics,9,5,152,2007,IOP Publishing
"Jackson, Niamh; Hanley, Ryan; Hill, Matthew; Leroux, Frédéric; Adams, Charles; Jones, Matthew; ",Number-resolved imaging of $^{88} $ Sr atoms in a long working distance optical tweezer,SciPost Physics,8,3,038,2020,
"Pineau des Forêts, Guillaume; Flower, D; ",H_2 emission from shocks in molecular outflows: the significance of departures from a stationary state,H2 in Space,,,E. 18,1999,
"Hutson, Jeremy M; ",Vibrational predissociation and infrared spectrum of the Ar–HCl van der Waals molecule,The Journal of chemical physics,81,5,2357-2362,1984,American Institute of Physics
"Millen, J; Lochead, G; Corbett, GR; Potvliege, RM; Jones, MPA; ",Spectroscopy of a cold strontium Rydberg gas,"Journal of Physics B: Atomic, Molecular and Optical Physics",44,18,184001,2011,IOP Publishing
"Wright, Nicholas J; Hutson, Jeremy M; ",Regular and irregular vibrational states: Localized anharmonic modes and transition-state spectroscopy of Na 3,The Journal of Chemical Physics,112,7,3214-3219,2000,American Institute of Physics
"Bettles, Robert J; Minář, Jiří; Adams, Charles S; Lesanovsky, Igor; Olmos, Beatriz; ",Topological properties of a dense atomic lattice gas,Physical Review A,96,4,041603,2017,APS
"Händel, S; Marchant, AL; Wiles, TP; Hopkins, SA; Adams, CS; Cornish, SL; ","Bright matter-wave solitons: Formation, dynamics and quantum reflection",transport,13,,14,,
"Peyrot, T; Šibalić, N; Sortais, Yvan RP; Browaeys, A; Sargsyan, A; Sarkisyan, D; Hughes, IG; Adams, CS; ",Measurement of the atom-surface van der Waals interaction by transmission spectroscopy in a wedged nanocell,Physical Review A,100,2,022503,2019,APS
"Flower, DR; Pineau des Forêts, G; ",Characterizing shock waves in molecular outflow sources: the interpretation of Herschel and Spitzer observations of NGC 1333 IRAS 4B,Monthly Notices of the Royal Astronomical Society,436,3,2143-2150,2013,Oxford University Press
"Żuchowski, Piotr S; Hutson, Jeremy M; ",Low-energy collisions of NH 3 and ND 3 with ultracold Rb atoms,Physical Review A,79,6,062708,2009,APS
"Cornish, Simon L; Thompson, Sarah T; Wieman, Carl E; ","General Physics: Statistical and Quantum Mechanics, Quantum Information, etc.-Formation of Bright Matter-Wave Solitons during the Collapse of Attractive Bose-Einstein Condensates",Physical Review Letters,96,17,170401-170500,2006,"[Woodbury, NY, etc.] American Physical Society."
"Hinds, EA; Hughes, I; ",Atomic Trampolines: Bouncing Atoms off Magnetic Surfaces,SCIENCE SPECTRA,16,,66-71,1999,GORDON & BREECH
"Flower, DR; ",NEWSLETTER ON ANALYSIS OF ASTRONOMICAL SPECTRA,,,,,,
"Dingjan, Jos; Darquié, Benoît; Beugnon, Jérôme; Jones, Matthew PA; Bergamini, Silvia; Messin, Gaëtan; Browaeys, Antoine; Grangier, Philippe; ",A frequency-doubled laser system producing ns pulses for rubidium manipulation,Applied Physics B,82,,47-51,2006,Springer
"Sakellari, E; Leadbeater, M; Kylstra, NJ; Adams, CS; ",Josephson spectroscopy of a dilute Bose-Einstein condensate in a double-well potential,Physical Review A,66,3,033612,2002,APS
"Cornish, Simon L; Cassettari, Donatella; ",Recent progress in Bose-Einstein condensation experiments,"Philosophical Transactions of the Royal Society of London. Series A: Mathematical, Physical and Engineering Sciences",361,1813,2699-2713,2003,The Royal Society
"Flower, DR; ",Excitation of fine structure transitions in O by H2,Monthly Notices of the Royal Astronomical Society,242,1,1P-3P,1990,"Oxford University Press Oxford, UK"
"Carty, David; Le Page, Valery; Sims, Ian; Smith, Ian; ",Low Temperature Rate Constants for the Reactions of CN and C₂H Radicals with Allene (CH₂= C= CH₂) and Methyl Acetylene (CH₃C≡ CH),Chemical Physics Letters,344,3-4,310-316,2001,Elsevier
"Flower, DR; Le Bourlot, J; Pineau des Forêts, G; Roueff, E; ",Atomic carbon in interstellar clouds,Astronomy and Astrophysics,282,,225-232,1994,
"Parker, NG; Proukakis, NP; Leadbeater, M; Adams, CS; ",Deformation of dark solitons in inhomogeneous Bose–Einstein condensates,"Journal of Physics B: Atomic, Molecular and Optical Physics",36,13,2891,2003,IOP Publishing
"Keaveney, James; Adams, Charles S; Hughes, Ifan G; ",ElecSus: Extension to arbitrary geometry magneto-optics,Computer Physics Communications,224,,311-324,2018,Elsevier
"Hutson, Jeremy M; ","Erratum: Vibrational predissociation and infrared spectrum of the Ar–HCl van der Waals molecule [J. Chem. Phys. 8 1, 2357 (1984)]",The Journal of Chemical Physics,81,12,6413-6413,1984,American Institute of Physics
"Adams, Charles; Bauer, Martin; Burrage, Clare; Calmet, Xavier; Carty, David; Hughes, Ifan; Jones, Matthew; Keller, Matthias; Krauss, Frank; Spannowsky, Michael; ",Searches for a Fifth Force and Dark Matter using Precision Atomic Spectroscopy,,,,,,
"Slim, HA; Bransden, BH; Flower, DR; ",Excitation of autoionizing states of helium in collisions with protons: validity of the first Born approximation,"Journal of Physics B: Atomic, Molecular and Optical Physics",26,7,L159,1993,IOP Publishing
"Aldegunde, Jesus; Hutson, Jeremy M; ",Hyperfine structure of 2Sigma molecules containing alkaline-earth atoms,arXiv preprint arXiv:1711.09467,,,,2017,
"Caldwell, L; Williams, HJ; Fitch, NJ; Aldegunde, J; Hutson, Jeremy M; Sauer, BE; Tarbutt, MR; ",Long rotational coherence times of molecules in a magnetic trap,Physical Review Letters,124,6,063001,2020,APS
"Pritchard, Jonathan D; Maxwell, D; Gauguet, Alexandre; Weatherill, Kevin J; Jones, MPA; Adams, Charles S; ",Cooperative atom-light interaction in a blockaded Rydberg ensemble,Physical review letters,105,19,193603,2010,APS
"Leonard, Jack; Kliese, Russell; Hoghooghi, Nazanin; Puppe, Thomas; Rohde, Felix; Sell, Alexander; Zach, Armin; Leisching, Patrick; Kaenders, Wilhelm; Keegan, Niamh; ",Difference-frequency combs in cold atom physics.,European Physical Journal: Special Topics,225,,,2016,
"Hartquist, TW; Flower, DR; des Forets, GP; ",Shock chemistry in diffuse clouds,Molecular astrophysics: a volume honouring Alexander Dalgarno,,,,1990,
"Parker, NG; Cornish, SL; Adams, CS; Martin, AM; ",Bright solitary waves and trapped solutions in Bose–Einstein condensates with attractive interactions,"Journal of Physics B: Atomic, Molecular and Optical Physics",40,15,3127,2007,IOP Publishing
"Darquie, B; Beugnon, J; Jones, MPA; Dingjan, J; Sortais, Y; Browaeys, A; Messin, G; Grangier, P; ",Emission of unique photons by a uniquely trapped atom,JOURNAL DE PHYSIQUE IV,135,,97-98,2006,"EDP SCIENCES SA 17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS …"
"Kondo, Jorge M; Šibalić, Nikola; Guttridge, Alexander; Wade, Christopher G; De Melo, Natalia R; Adams, Charles S; Weatherill, Kevin J; ",Observation of interference effects via four-photon excitation of highly excited Rydberg states in thermal cesium vapor,Optics Letters,40,23,5570-5573,2015,Optica Publishing Group
"Logue, Fraser D; Briscoe, Jack D; Pizzey, Danielle; Wrathmall, Steven A; Hughes, Ifan G; ",Better magneto-optical filters with cascaded vapor cells,Optics Letters,47,12,2975-2978,2022,Optica Publishing Group
"Madajczyk, JL; Pont, Marcel; Potvliege, RM; Shakeshaft, Robin; Taylor, HS; ",Photoionization of atomic hydrogen dressed by a circularly polarized CO 2-laser field,Physical Review A,45,7,4848,1992,APS
"Flower, DR; ",Computer Models of the Planetary Nebulae NGC 7662 and IC 418,"Astrophysical Letters, Vol. 2, p. 205",2,,205,1968,
"Dewangan, DP; Flower, DR; Alexander, MH; ",Rotational excitation of OH by para-H2: rate coefficients calculated in an intermediate coupling representation,Monthly Notices of the Royal Astronomical Society,226,3,505-512,1987,"Oxford University Press Oxford, UK"
"Usui, Ayaka; Fogarty, Thomás; Campbell, Steve; Gardiner, Simon A; Busch, Thomas; ",Spin–orbit coupling in the presence of strong atomic correlations,New Journal of Physics,22,1,013050,2020,IOP Publishing
"Flower, DR; Gusdorf, A; ",Emission and cooling by CO in interstellar shock waves,Monthly Notices of the Royal Astronomical Society,395,1,234-239,2009,"Blackwell Publishing Ltd Oxford, UK"
"Atkins, Keith M; Hutson, Jeremy M; ",The potential energy surface of He–HCN determined by fitting to high‐resolution spectroscopic data,The Journal of chemical physics,105,2,440-450,1996,American Institute of Physics
"Harris, ML; Tierney, P; Cornish, SL; ",Magnetic trapping of a cold Rb–Cs atomic mixture,"Journal of physics B: atomic, molecular and optical physics",41,3,035303,2008,IOP Publishing
"Jackson, B; McCann, JF; Adams, CS; ",Vortex line and ring dynamics in trapped Bose-Einstein condensates,Physical Review A,61,1,013604,1999,APS
"Keaveney, James; Sargsyan, Armen; Sarkisyan, David; Papoyan, Aram; Adams, Charles S; ","Active narrowband filtering, line narrowing and gain using ladder electromagnetically induced transparency in an optically thick atomic vapour","Journal of Physics B: Atomic, Molecular and Optical Physics",47,7,075002,2014,IOP Publishing
"Flower, David R; Pineau des Forêts, G; Walmsley, CM; ",Hot shocked ammonia towards Sgr B2,Astronomy and Astrophysics,294,,815-824,1995,
"Croft, James FE; Wallis, Alisdair OG; Hutson, Jeremy M; Julienne, Paul S; ",Multichannel quantum defect theory for cold molecular collisions,Physical Review A,84,4,042703,2011,APS
"Pineau des Forêts, G; Roueff, Edith; Schilke, Peter; Flower, David R; ",Sulphur-bearing molecules as tracers of shocks in interstellar clouds,Monthly Notices of the Royal Astronomical Society,262,4,915-928,1993,"Oxford University Press Oxford, UK"
"Choa, HW; McCarrona, DJ; Jenkin, DL; Köppinger, MP; Cornish, SL; ",Towards a quantum gas of polar RbCs molecules,,,,,2013,
"Flower, DR; Watt, Graeme D; ",On the ortho-H2/para-H2 ratio in molecular clouds,Monthly Notices of the Royal Astronomical Society,209,1,25-31,1984,"Oxford University Press Oxford, UK"
"Jones, Matthew; Huber, Michael; ",Contrasting views on STEM employment,Physics World,28,7,18,2015,IOP Publishing
"Pineau des Forêts, G; Roueff, E; Flower, DR; ",The two chemical phases of dark interstellar clouds,Monthly Notices of the Royal Astronomical Society,258,1,45P-47P,1992,"Oxford University Press Oxford, UK"
"Hutson, Jeremy M; Green, Sheldon; ",MOLSCAT: MOLecular SCATtering v. 14,Astrophysics Source Code Library,,,ascl: 1206.004,2012,
"Pineau Des Forêts, G; Flower, David; ",Non Stationary C-shocks: H 2 Emission in Molecular Outflows,Molecular hydrogen in space,,,117,2000,
"Flower, DR; ",Ultraviolet spectra of planetary nebulae–II. The young planetary nebula IC 4997,Monthly Notices of the Royal Astronomical Society,193,3,511-520,1980,The Royal Astronomical Society
"Offer, Alison; Flower, David R; ",The rotational excitation of NH 3 by ortho-and para-H 2,"Journal of the Chemical Society, Faraday Transactions",86,10,1659-1662,1990,Royal Society of Chemistry
"Sakellari, E; Proukakis, NP; Leadbeater, M; Adams, CS; ",Josephson Current Counterflow in Atomic Bose-Einstein Condensates,arXiv preprint cond-mat/0308104,,,,2003,
"Chirilă, CC; Joachain, CJ; Kylstra, Niels Jan; Potvliege, RM; ",Interaction of superintense laser pulses with relativistic ions,Physical review letters,93,24,243603,2004,APS
"Potvliege, RM; Smith, Philip HG; ",Stabilization of excited states and harmonic generation: recent theoretical results in the Sturmian-Floquet approach,Super-Intense Laser-Atom Physics,,,173-184,1993,Springer
"Hutson, Jeremy M; Soldán, Pavel; ",Molecular collisions in ultracold atomic gases,International Reviews in Physical Chemistry,26,1,1-28,2007,Taylor & Francis
"Mohapatra, AK; Jackson, TR; Adams, CS; ","Atomic, Molecular, and Optical Physics-Coherent Optical Detection of Highly Excited Rydberg States Using Electromagnetically Induced Transparency",Physical Review Letters,98,11,113003-113003,2007,"[Woodbury, NY, etc.] American Physical Society."
"Pottage, JT; Flower, DR; Davis, Stephen L; ",The torsional excitation of methanol by helium,"Journal of Physics B: Atomic, Molecular and Optical Physics",37,1,165,2003,IOP Publishing
"Schilke, P; Walmsley, CM; Danby, G; Flower, DR; Valiron, P; ",A new calibration of the ammonia thermometer.,"Astronomische Gesellschaft Abstract Series, No. 1, p. 32",1,,32,1988,
"Flower, DR; Nussbaumer, H; ",On the Extreme Ultraviolet Emission Spectrum of Fe xni,Astronomy and Astrophysics,31,,353,1974,
"Flower, DR; ",HD in the primordial gas,Monthly Notices of the Royal Astronomical Society,318,3,875-878,2000,"Blackwell Science Ltd Oxford, UK"
"Guttridge, Alex; Brooks, Ralph; Spence, Stefan; Ruttley, Daniel; Hutson, Jeremy; Cornish, Simon; ",Towards an optical tweezer array of individually trapped RbCs molecules,Bulletin of the American Physical Society,66,,,2021,APS
"Pritchard, JD; Adams, CS; Mølmer, K; ",Correlated photon emission from multiatom Rydberg dark states,Physical review letters,108,4,043601,2012,APS
"Händel, S; Marchant, AL; Wiles, TP; Hopkins, SA; Cornish, SL; ",Magnetic transport apparatus for the production of ultracold atomic gases in the vicinity of a dielectric surface,Review of scientific instruments,83,1,,2012,AIP Publishing
"Lloyd, GM; Hughes, IG; Bratfalean, R; Ewart, P; ",Broadband degenerate four-wave mixing of OH for flame thermometry.,Applied Physics B: Lasers & Optics,67,1,,1998,
"Hutson, Jeremy M; ",An introduction to the dynamics of Van der Waals molecules,Advances in Molecular Vibrations and Collision Dynamics,1,1A,1-46,1991,JAI Press
"Cabrit, Sylvie; Flower, DR; Pineau des Forêts, Guillaume; Le Bourlot, Jacques; Ceccarelli, C; ",H 2 Diagnostics of Magnetic Molecular Shocks in Bipolar Outflows,Magnetic Fields and Star Formation: Theory Versus Observations,,,361-368,2004,Springer
"Cornish, SL; Liu, Yi-Wei; Lane, IC; Baird, PEG; Barwood, GP; Taylor, P; Rowley, WRC; ","Instrumentation, Measurement, and Metrology-Interferometric measurements of 127I2 reference frequencies for 1 S-2 S spectroscopy in muonium, hydrogen, and deuterium",Journal of the Optical Society of America-B-Optical Physics,17,1,,2000,"Washington, DC: The Society, c1984-"
"Truppe, Stefan; Devlin, Jack; Williams, Hannah; Hambach, Moritz; Caldwell, Luke; Fitch, Noah; Sauer, Ben; Hinds, Ed; Tarbutt, Mike; ",Characterisation of a magneto-optical trap for CaF molecules,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",2017,,D1. 048,2017,
"Winiecki, T; Adams, CS; ",Superfluidity and superconductivity-Time-dependent Ginzburg-Landau simulations of the voltage-current characteristic of type-II superconductors with pinning,Physical Review-Section B-Condensed Matter,65,10,104517-104517,2002,"Woodbury, NY: published by the American Physical Society through the …"
"Adams, CS; Pfau, T; Kurtsiefer, Ch; Mlynck, J; ",Experimental demonstration of a magneto-optical beam splitter for atoms,Quantum Electronics and Laser Science Conference,,,QMF2,1993,Optica Publishing Group
"Schilke, P; Walmsley, CM; Pineau des Forets, G; Flower, DR; ",VizieR Online Data Catalog: SiO production in interstellar shocks (Schilke+ 1997),VizieR Online Data Catalog,,,J/A+ A/321/293,1996,
"Marchant, AL; Billam, TP; Wiles, TP; Yu, MMH; Gardiner, SA; Cornish, SL; ",Controlled formation and reflection of a bright solitary matter-wave,Nature communications,4,1,1865,2013,Nature Publishing Group UK London
"Nourbakhsh, Omid; Michan, J Mario; Mittertreiner, Tony; Carty, David; Wrede, Eckart; Djuricanin, Pavle; Momose, Takamasa; ",State purified deceleration of SD radicals by a Stark decelerator,Molecular Physics,113,24,4007-4018,2015,Taylor & Francis
"Shakeshaft, Robin; Potvliege, RM; ",Approximate theory for multiphoton ionization of an atom by an intense field,Physical Review A,36,11,5478,1987,APS
"Jones, Matthew; Goldstein, Michael; Jonathan, Philip; Randell, David; ",Bayes Linear Analysis of Sequential Optimal Design Problems,,,,,2017,
"Adams, Charles S; Lee, Heun Jin; Davidson, Nir; Kasevich, Mark; Chu, Steven; ",Evaporative cooling in a crossed dipole trap,Physical review letters,74,18,3577,1995,APS
"Reid, Jonathan P; Simpson, CJSM; Quiney, HM; Hutson, JM; ",Vibrational relaxation of CO (v= 1) by inelastic collisions with 3He and 4He,The Journal of chemical physics,103,7,2528-2537,1995,American Institute of Physics
"Jundt, G; Purves, GT; Adams, CS; Hughes, IG; ",Non-linear Sagnac interferometry for pump-probe dispersion spectroscopy,"The European Physical Journal D-Atomic, Molecular, Optical and Plasma Physics",27,,273-276,2003,Springer
"Baker, DJ; Flower, DR; ",Rovibrational excitation of 12C16O by para-H2,Journal of Physics B: Atomic and Molecular Physics,17,1,119,1984,IOP Publishing
"Pritchard, JD; Maxwell, D; Gauguet, A; Weatherill, KJ; Jones, MPA; Adams, CS; ",Publisher's copyright statement: cO 2010 American Physical Society Additional information,,,,,2012,
"Parker, NG; Martin, AM; Cornish, SL; Adams, CS; ",Collisions of bright solitary matter waves,"Journal of Physics B: Atomic, Molecular and Optical Physics",41,4,045303,2008,IOP Publishing
"Hutson, Jeremy M; Barton, Andrew E; Langridge-Smith, Patrick RR; Howard, Brian J; ",Intermolecular potential energy surfaces for Kr· HCl and Ar· HBr,Chemical Physics Letters,73,2,218-223,1980,Elsevier
"Koukharenko, Elena; Moktadir, Zak; Kraft, Michael; Abdelsalam, ME; Bagnall, DM; Vale, C; Jones, MPA; Hinds, Edward A; ",Microfabrication of gold wires for atom guides,Sensors and Actuators A: Physical,115,2-3,600-607,2004,Elsevier
"Zentile, Mark A; Whiting, Daniel J; Keaveney, James; Adams, Charles S; Hughes, Ifan G; ",Atomic Faraday filter with equivalent noise bandwidth less than 1 GHz,Optics Letters,40,9,2000-2003,2015,Optica Publishing Group
"Le Bourlot, Jacques; Pineau des Forêts, G; Flower, David R; Cabrit, Sylvie; ",New determinations of the critical velocities of C-type shock waves in dense molecular clouds: application to the outflow source in Orion,Monthly Notices of the Royal Astronomical Society,332,4,985-993,2002,Blackwell Science Ltd
"Verstraete, L; Falgarone, E; Pineau des Forets, G; Flower, D; Puget, JL; ",Hot chemistry in the diffuse medium: spectral signature in the H2 rotational lines,The Universe as Seen by ISO,427,,779,1999,
"Donley, Elizabeth A; Claussen, Neil R; Cornish, Simon L; Roberts, Jacob L; Cornell, Eric A; Wieman, Carl E; ",Dynamics of collapsing and exploding Bose–Einstein condensates,Nature,412,6844,295-299,2001,Nature Publishing Group UK London
"Almuhawish, Nourah F; Chen, Shuying; Downes, Lucy A; Jamieson, Matthew J; MacKellar, Andrew R; Weatherill, Kevin J; ",Polarization spectroscopy of an excited state transition in Rubidium,OSA Continuum,4,10,2598-2605,2021,Optica Publishing Group
"Potvliege, RM; Smith, Philip HG; ",Two-colour multiphoton ionization of hydrogen by an intense laser field and one of its harmonics,"Journal of Physics B: Atomic, Molecular and Optical Physics",25,11,2501,1992,IOP Publishing
"Flower, DR; Launay, JM; ",Electron collisional excitation of C $ sup+ 2$,,,,,1973,"Observatoire de Paris, Meudon, France"
"Truppe, S; Williams, HJ; Hambach, M; Caldwell, L; Fitch, NJ; Hinds, EA; Sauer, BE; Tarbutt, MR; ",Molecules cooled below the Doppler limit,Nature Physics,13,12,1173-1176,2017,Nature Publishing Group UK London
"Chen, Shuying; Weatherill, Kevin; ",Deliverable 7.3 Fibre-coupled THz imager setup,,,,,,
"Le Roy, Robert J; Hutson, Jeremy M; ","Improved potential energy surfaces for the interaction of H2 with Ar, Kr, and Xe",The Journal of chemical physics,86,2,837-853,1987,American Institute of Physics
"Danby, G; Flower, DR; ",Theoretical studies of van der Waals molecules: the H2-H2 dimer,Journal of Physics B: Atomic and Molecular Physics,16,18,3411,1983,IOP Publishing
"Flower, DR; Launay, Jean-Michel; ",Electron collisional excitation of C+ 2,"Astronomy and Astrophysics, Vol. 29, p. 321 (1973)",29,,321,1973,
"Dörr, Martin; Potvliege, RM; Proulx, Daniel; Shakeshaft, Robin; ",Multiphoton processes in an intense laser field. V. The high-frequency regime,Physical Review A,43,7,3729,1991,APS
"Groenenboom, Gerrit; Janssen, Liesbeth; van der Avoird, Ad; Zuchowski, Piotr; Hutson, Jeremy; ",Ultracold NH-NH collisions in magnetic fields,"APS Division of Atomic, Molecular and Optical Physics Meeting Abstracts",55,5,OPT. 11,2010,
"Adams, CS; ",The cooperative Lamb shift and intrinsic optical bistability in dense atomic ensembles.,,,,,,
"Ding, Dong-Sheng; Liu, Zong-Kai; Shi, Bao-Sen; Guo, Guang-Can; Mølmer, Klaus; Adams, Charles S; ",Enhanced metrology at the critical point of a many-body Rydberg atomic system,Nature Physics,18,12,1447-1452,2022,Nature Publishing Group UK London
"Potvliege, RM; Shakeshaft, Robin; ",picture by making the Floquet ansatz for the electron wave function,Contributed Papers & Abstracts of Invited Lectures and Progress Reports,,,5,1988,"Electrical Engineering Faculty, University of Sarajevo"
"Gouldsworthy, SN; Flower, DR; ",A Model of the Chemistry in the Neutral Shell of a Planetary Nebula,Symposium-International Astronomical Union,155,,221-221,1993,Cambridge University Press
"JONES, MATTHEW; ",Examining the Links Between Organic Photovoltaic Operation and Complex Morphological Structures,,,,,2015,Durham University
"Hutson, Jeremy M; ",Atom–asymmetric top van der Waals complexes: Angular momentum coupling in Ar–H2O,The Journal of chemical physics,92,1,157-168,1990,American Institute of Physics
